orderNo,customerID,firstName,lastName,gender,income,education,occupation,productCost,saleAmount,item,itemCategory,saleCountry,Profit,Region
SO62178,12211,Victor,Romero,M,10000,Graduate Degree,Manual,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,France,1043.0087,Europe
SO68463,13771,Victor,Moreno,M,40000,Graduate Degree,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,Germany,196.3404,Europe
SO50798,17900,Victoria,Snowden,F,10000,Partial College,Manual,605.6492,1000.4375,"Road-550-W Yellow, 44",Components,France,394.7883,Europe
SO64067,17900,Victoria,Snowden,F,10000,Partial College,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,France,618.48,Europe
SO44838,14138,Vincent,He,M,20000,Partial College,Manual,2171.2942,3578.27,"Road-150 Red, 44",Components,Germany,1406.9758,Europe
SO47787,16585,Vincent,Sun,M,170000,Partial High School,Professional,1518.7864,2443.35,"Road-250 Red, 44",Components,United Kingdom,924.5636,Europe
SO47876,20848,Vincent,Liu,M,30000,Bachelors,Clerical,486.7066,782.99,"Road-650 Black, 44",Components,United Kingdom,296.2834,Europe
SO53297,20848,Vincent,Liu,M,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United Kingdom,618.48,Europe
SO59348,14138,Vincent,He,M,20000,Partial College,Manual,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,Germany,349.7116,Europe
SO63506,16585,Vincent,Sun,M,170000,Partial High School,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO66826,16585,Vincent,Sun,M,170000,Partial High School,Professional,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,United Kingdom,902.1321,Europe
SO69307,28372,Vincent,Hu,M,30000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO72123,28516,Vincent,Lin,M,30000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,United Kingdom,196.3404,Europe
SO43935,20048,Virginia,Srini,F,30000,High School,Manual,413.1463,699.0982,"Road-650 Black, 60",Components,United Kingdom,285.9519,Europe
SO43954,13602,Virginia,Mehta,F,110000,Partial College,Management,2171.2942,3578.27,"Road-150 Red, 44",Components,United Kingdom,1406.9758,Europe
SO44176,12220,Virginia,Sara,F,10000,Bachelors,Manual,2171.2942,3578.27,"Road-150 Red, 56",Components,France,1406.9758,Europe
SO49701,17933,Virginia,Prasad,F,30000,Graduate Degree,Clerical,1518.7864,2443.35,"Road-250 Red, 44",Components,United Kingdom,924.5636,Europe
SO51244,29355,Virginia,Fernandez,F,40000,Graduate Degree,Clerical,343.6496,539.99,"Road-750 Black, 44",Components,Germany,196.3404,Europe
SO52729,23758,Virginia,Malhotra,F,40000,Bachelors,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 44",Components,France,618.48,Europe
SO54818,25655,Virginia,Arun,F,40000,Bachelors,Skilled Manual,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO60322,13602,Virginia,Mehta,F,110000,Partial College,Management,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United Kingdom,1054.3705,Europe
SO61303,13602,Virginia,Mehta,F,110000,Partial College,Management,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,United Kingdom,902.1321,Europe
SO62293,17933,Virginia,Prasad,F,30000,Graduate Degree,Clerical,308.2179,564.99,"Mountain-500 Silver, 40",Bikes,United Kingdom,256.7721,Europe
SO62953,20048,Virginia,Srini,F,30000,High School,Manual,1554.9479,2443.35,"Road-250 Black, 44",Components,United Kingdom,888.4021,Europe
SO63016,12220,Virginia,Sara,F,10000,Bachelors,Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO69155,24706,Virginia,Rana,F,30000,High School,Manual,343.6496,539.99,"Road-750 Black, 48",Components,Germany,196.3404,Europe
SO72719,20966,Virginia,Madan,F,30000,Graduate Degree,Clerical,713.0798,1120.49,"Road-550-W Yellow, 40",Components,France,407.4102,Europe
SO48141,12299,Walter,Serrano,M,150000,Graduate Degree,Management,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,United Kingdom,953.5637,Europe
SO49259,29397,Walter,Ramos,M,30000,Partial College,Clerical,1105.81,2049.0982,"Mountain-200 Black, 42",Bikes,France,943.2882,Europe
SO49432,17841,Walter,Navarro,M,30000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Black, 44",Components,United Kingdom,860.8787,Europe
SO50017,21056,Walter,Munoz,M,40000,Graduate Degree,Clerical,486.7066,782.99,"Road-650 Red, 44",Components,United Kingdom,296.2834,Europe
SO51055,19943,Walter,Carlson,M,90000,High School,Management,486.7066,782.99,"Road-650 Black, 48",Components,France,296.2834,Europe
SO51605,21056,Walter,Munoz,M,40000,Graduate Degree,Clerical,1082.51,1700.99,"Road-350-W Yellow, 48",Components,United Kingdom,618.48,Europe
SO53878,12299,Walter,Serrano,M,150000,Graduate Degree,Management,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,United Kingdom,1043.0087,Europe
SO57631,28377,Walter,Ortega,M,40000,Bachelors,Clerical,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,United Kingdom,902.1321,Europe
SO61111,17841,Walter,Navarro,M,30000,Partial College,Clerical,308.2179,564.99,"Mountain-500 Silver, 40",Bikes,United Kingdom,256.7721,Europe
SO70173,19943,Walter,Carlson,M,90000,High School,Management,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,France,1054.3705,Europe
SO70448,12299,Walter,Serrano,M,150000,Graduate Degree,Management,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO71090,24010,Walter,Alvarez,M,20000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 44",Components,France,196.3404,Europe
SO44042,13678,Warren,Goel,M,40000,Bachelors,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 52",Components,United Kingdom,1406.9758,Europe
SO48632,17192,Warren,He,M,160000,High School,Professional,1320.6838,2181.5625,"Road-250 Black, 58",Components,United Kingdom,860.8787,Europe
SO49583,16203,Warren,Raje,M,40000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Black, 52",Components,France,860.8787,Europe
SO49757,17965,Warren,Chander,M,40000,Graduate Degree,Clerical,1320.6838,2181.5625,"Road-250 Black, 58",Components,United Kingdom,860.8787,Europe
SO50764,21534,Warren,Rai,M,130000,High School,Professional,486.7066,782.99,"Road-650 Black, 62",Components,United Kingdom,296.2834,Europe
SO51263,21534,Warren,Rai,M,130000,High School,Professional,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United Kingdom,349.7116,Europe
SO54135,25532,Warren,Nath,M,30000,Graduate Degree,Clerical,755.1508,1214.85,"Touring-2000 Blue, 46",Clothing,France,459.6992,Europe
SO64736,13678,Warren,Goel,M,40000,Bachelors,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United Kingdom,1054.3705,Europe
SO64865,16203,Warren,Raje,M,40000,Partial College,Clerical,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO65453,25635,Warren,Zhao,M,40000,Bachelors,Professional,1082.51,1700.99,"Road-350-W Yellow, 40",Components,Germany,618.48,Europe
SO66945,17192,Warren,He,M,160000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United Kingdom,1054.3705,Europe
SO67775,17965,Warren,Chander,M,40000,Graduate Degree,Clerical,419.7784,769.49,"Mountain-400-W Silver, 46",Bikes,United Kingdom,349.7116,Europe
SO68676,16203,Warren,Raje,M,40000,Partial College,Clerical,1481.9379,2384.07,"Touring-1000 Blue, 60",Clothing,France,902.1321,Europe
SO68950,17192,Warren,He,M,160000,High School,Professional,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United Kingdom,902.1321,Europe
SO71091,25660,Warren,Pal,M,40000,Bachelors,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 48",Components,France,618.48,Europe
SO44968,19365,Wayne,Shan,M,40000,Bachelors,Skilled Manual,413.1463,699.0982,"Road-650 Black, 52",Components,Germany,285.9519,Europe
SO45139,12468,Wayne,Nath,M,30000,Bachelors,Clerical,2171.2942,3578.27,"Road-150 Red, 56",Components,France,1406.9758,Europe
SO48130,16829,Wayne,Lal,M,160000,High School,Professional,1518.7864,2443.35,"Road-250 Red, 44",Components,United Kingdom,924.5636,Europe
SO51456,23607,Wayne,She,M,130000,Partial College,Professional,1554.9479,2443.35,"Road-250 Black, 52",Components,United Kingdom,888.4021,Europe
SO54246,22686,Wayne,Anand,M,30000,Partial College,Clerical,713.0798,1120.49,"Road-550-W Yellow, 40",Components,United Kingdom,407.4102,Europe
SO64070,16829,Wayne,Lal,M,160000,High School,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO66507,12468,Wayne,Nath,M,30000,Bachelors,Clerical,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,France,1043.0087,Europe
SO67741,16829,Wayne,Lal,M,160000,High School,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,United Kingdom,902.1321,Europe
SO68250,19365,Wayne,Shan,M,40000,Bachelors,Skilled Manual,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,Germany,459.6992,Europe
SO72589,26388,Wayne,Jai,M,90000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,France,1054.3705,Europe
SO73590,19365,Wayne,Shan,M,40000,Bachelors,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO44272,12256,Wendy,Ramos,F,20000,Partial College,Manual,2171.2942,3578.27,"Road-150 Red, 44",Components,France,1406.9758,Europe
SO48245,12129,Wendy,Alvarez,F,120000,High School,Professional,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,Germany,953.5637,Europe
SO48796,15094,Wendy,Ortega,F,70000,High School,Professional,1320.6838,2181.5625,"Road-250 Black, 48",Components,France,860.8787,Europe
SO54250,12129,Wendy,Alvarez,F,120000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,Germany,1054.3705,Europe
SO60194,15094,Wendy,Ortega,F,70000,High School,Professional,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO64311,12256,Wendy,Ramos,F,20000,Partial College,Manual,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,France,1054.3705,Europe
SO70086,12129,Wendy,Alvarez,F,120000,High School,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 60",Clothing,Germany,902.1321,Europe
SO70953,15094,Wendy,Ortega,F,70000,High School,Professional,1554.9479,2443.35,"Road-250 Black, 48",Components,France,888.4021,Europe
SO73933,12129,Wendy,Alvarez,F,120000,High School,Professional,1082.51,1700.99,"Road-350-W Yellow, 40",Components,Germany,618.48,Europe
SO47164,12123,Wesley,Liang,M,170000,Bachelors,Management,1105.81,2049.0982,"Mountain-200 Black, 42",Bikes,United Kingdom,943.2882,Europe
SO47496,16470,Wesley,Guo,M,40000,Bachelors,Skilled Manual,1320.6838,2181.5625,"Road-250 Red, 58",Components,United Kingdom,860.8787,Europe
SO48634,12230,Wesley,Zheng,M,10000,Partial College,Manual,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,Germany,943.2882,Europe
SO49276,17849,Wesley,He,M,40000,Bachelors,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 58",Components,United Kingdom,860.8787,Europe
SO50377,20913,Wesley,Liu,M,30000,Partial College,Clerical,486.7066,782.99,"Road-650 Black, 58",Components,Germany,296.2834,Europe
SO52523,12123,Wesley,Liang,M,170000,Bachelors,Management,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United Kingdom,1054.3705,Europe
SO57804,16470,Wesley,Guo,M,40000,Bachelors,Skilled Manual,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United Kingdom,349.7116,Europe
SO60124,12230,Wesley,Zheng,M,10000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO64795,24580,Wesley,Zhao,M,110000,Partial High School,Professional,294.5797,539.99,"Mountain-500 Black, 48",Bikes,Germany,245.4103,Europe
SO65511,17849,Wesley,He,M,40000,Bachelors,Skilled Manual,419.7784,769.49,"Mountain-400-W Silver, 38",Bikes,United Kingdom,349.7116,Europe
SO69154,20913,Wesley,Liu,M,30000,Partial College,Clerical,713.0798,1120.49,"Road-550-W Yellow, 38",Components,Germany,407.4102,Europe
SO70724,12123,Wesley,Liang,M,170000,Bachelors,Management,461.4448,742.35,"Touring-3000 Blue, 58",Clothing,United Kingdom,280.9052,Europe
SO71214,12123,Wesley,Liang,M,170000,Bachelors,Management,343.6496,539.99,"Road-750 Black, 48",Components,United Kingdom,196.3404,Europe
SO48400,20830,Whitney,Martinez,F,30000,Graduate Degree,Clerical,486.7066,782.99,"Road-650 Red, 44",Components,Germany,296.2834,Europe
SO48506,15072,Whitney,Subram,F,30000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Black, 58",Components,France,860.8787,Europe
SO60121,22607,Whitney,Gonzalez,F,20000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 58",Components,Germany,196.3404,Europe
SO60891,20830,Whitney,Martinez,F,30000,Graduate Degree,Clerical,713.0798,1120.49,"Road-550-W Yellow, 40",Components,Germany,407.4102,Europe
SO66894,15072,Whitney,Subram,F,30000,Bachelors,Clerical,308.2179,564.99,"Mountain-500 Silver, 42",Bikes,France,256.7721,Europe
SO67138,24197,Whitney,Mehta,F,20000,Partial College,Manual,713.0798,1120.49,"Road-550-W Yellow, 48",Components,United Kingdom,407.4102,Europe
SO44374,14157,Willie,Xu,M,30000,Bachelors,Clerical,2171.2942,3578.27,"Road-150 Red, 62",Components,United Kingdom,1406.9758,Europe
SO45367,20561,Willie,Liu,M,130000,Partial College,Professional,413.1463,699.0982,"Road-650 Red, 48",Components,United Kingdom,285.9519,Europe
SO47317,14154,Willie,Gao,M,30000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Black, 58",Components,France,860.8787,Europe
SO47502,19278,Willie,Sun,M,20000,Partial College,Manual,605.6492,1000.4375,"Road-550-W Yellow, 40",Components,United Kingdom,394.7883,Europe
SO48460,17098,Willie,Shan,M,30000,High School,Manual,1320.6838,2181.5625,"Road-250 Red, 58",Components,United Kingdom,860.8787,Europe
SO49708,12487,Willie,Zhu,M,20000,High School,Manual,1117.8559,2071.4196,"Mountain-200 Silver, 38",Bikes,Germany,953.5637,Europe
SO51481,17098,Willie,Shan,M,30000,High School,Manual,308.2179,564.99,"Mountain-500 Silver, 48",Bikes,United Kingdom,256.7721,Europe
SO54873,22656,Willie,Goel,M,10000,Partial High School,Manual,713.0798,1120.49,"Road-550-W Yellow, 38",Components,United Kingdom,407.4102,Europe
SO55221,14157,Willie,Xu,M,30000,Bachelors,Clerical,461.4448,742.35,"Touring-3000 Yellow, 62",Clothing,United Kingdom,280.9052,Europe
SO64251,12487,Willie,Zhu,M,20000,High School,Manual,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO64863,14154,Willie,Gao,M,30000,Bachelors,Clerical,419.7784,769.49,"Mountain-400-W Silver, 42",Bikes,France,349.7116,Europe
SO65327,22427,Willie,Sharma,M,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United Kingdom,618.48,Europe
SO65638,21102,Willie,Zheng,M,40000,Bachelors,Skilled Manual,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,Germany,349.7116,Europe
SO69320,14157,Willie,Xu,M,30000,Bachelors,Clerical,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,United Kingdom,1043.0087,Europe
SO69958,19278,Willie,Sun,M,20000,Partial College,Manual,294.5797,539.99,"Mountain-500 Black, 40",Bikes,United Kingdom,245.4103,Europe
SO73424,20561,Willie,Liu,M,130000,Partial College,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United Kingdom,1054.3705,Europe
SO53917,22671,Wyatt,King,M,30000,Partial College,Manual,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United Kingdom,407.4102,Europe
SO64389,24837,Wyatt,Lewis,M,130000,Partial College,Professional,308.2179,564.99,"Mountain-500 Silver, 40",Bikes,Germany,256.7721,Europe
SO72943,22604,Wyatt,Simmons,M,20000,Partial College,Manual,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United Kingdom,618.48,Europe
SO48710,12305,Xavier,Bailey,M,80000,Partial College,Professional,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,United Kingdom,953.5637,Europe
SO49312,17086,Xavier,Anderson,M,30000,High School,Manual,1518.7864,2443.35,"Road-250 Red, 48",Components,Germany,924.5636,Europe
SO50088,16393,Xavier,Edwards,M,40000,Graduate Degree,Clerical,1320.6838,2181.5625,"Road-250 Black, 58",Components,France,860.8787,Europe
SO52678,17086,Xavier,Anderson,M,30000,High School,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,Germany,618.48,Europe
SO53664,12305,Xavier,Bailey,M,80000,Partial College,Professional,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United Kingdom,1054.3705,Europe
SO55022,16393,Xavier,Edwards,M,40000,Graduate Degree,Clerical,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,France,459.6992,Europe
SO56552,22621,Xavier,Davis,M,50000,Graduate Degree,Skilled Manual,294.5797,539.99,"Mountain-500 Black, 52",Bikes,Germany,245.4103,Europe
SO68408,16393,Xavier,Edwards,M,40000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,France,1054.3705,Europe
SO69649,12305,Xavier,Bailey,M,80000,Partial College,Professional,343.6496,539.99,"Road-750 Black, 48",Components,United Kingdom,196.3404,Europe
SO56123,21089,Yiroyuki,Sato,F,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,France,196.3404,Europe
SO46311,12841,Yolanda,Xie,F,30000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 56",Components,France,1406.9758,Europe
SO48248,20852,Yolanda,Raje,F,30000,Bachelors,Clerical,486.7066,782.99,"Road-650 Red, 48",Components,United Kingdom,296.2834,Europe
SO50097,19447,Yolanda,Simpson,F,40000,Graduate Degree,Clerical,486.7066,782.99,"Road-650 Red, 60",Components,France,296.2834,Europe
SO50818,18019,Yolanda,Raji,F,40000,Bachelors,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 52",Components,Germany,860.8787,Europe
SO56276,20852,Yolanda,Raje,F,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 44",Components,United Kingdom,618.48,Europe
SO58887,18019,Yolanda,Raji,F,40000,Bachelors,Skilled Manual,755.1508,1214.85,"Touring-2000 Blue, 60",Clothing,Germany,459.6992,Europe
SO70591,28427,Yolanda,Deng,F,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO71630,18019,Yolanda,Raji,F,40000,Bachelors,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,Germany,1043.0087,Europe
SO72137,19447,Yolanda,Simpson,F,40000,Graduate Degree,Clerical,419.7784,769.49,"Mountain-400-W Silver, 38",Bikes,France,349.7116,Europe
SO73351,12841,Yolanda,Xie,F,30000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,France,1054.3705,Europe
SO46810,15622,Yvonne,Schleger,M,30000,High School,Manual,1518.7864,2443.35,"Road-250 Red, 52",Components,Germany,924.5636,Europe
SO67431,15622,Yvonne,Schleger,M,30000,High School,Manual,294.5797,539.99,"Mountain-500 Black, 44",Bikes,Germany,245.4103,Europe
SO48910,16587,Zachary,Martinez,M,120000,Bachelors,Management,1320.6838,2181.5625,"Road-250 Black, 52",Components,Germany,860.8787,Europe
SO57745,16587,Zachary,Martinez,M,120000,Bachelors,Management,1481.9379,2384.07,"Touring-1000 Blue, 60",Clothing,Germany,902.1321,Europe
SO65034,16587,Zachary,Martinez,M,120000,Bachelors,Management,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,Germany,1054.3705,Europe
SO48885,17755,Zoe,Cox,F,30000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Red, 58",Components,United Kingdom,860.8787,Europe
SO57909,17755,Zoe,Cox,F,30000,Bachelors,Clerical,308.2179,564.99,"Mountain-500 Silver, 52",Bikes,United Kingdom,256.7721,Europe
SO44813,18695,Aaron,Diaz,M,90000,Bachelors,Professional,2171.2942,3578.27,"Road-150 Red, 48",Components,Australia,1406.9758,Australia
SO55025,18695,Aaron,Diaz,M,90000,Bachelors,Professional,1554.9479,2443.35,"Road-250 Black, 58",Components,Australia,888.4021,Australia
SO44475,11101,Abby,Sai,F,70000,Bachelors,Professional,1912.1544,3399.99,"Mountain-100 Silver, 42",Bikes,Australia,1487.8356,Australia
SO45753,19966,Abby,Sanchez,F,90000,Bachelors,Professional,2171.2942,3578.27,"Road-150 Red, 44",Components,Australia,1406.9758,Australia
SO50008,15122,Abby,Raman,F,70000,Bachelors,Professional,1117.8559,2071.4196,"Mountain-200 Silver, 46",Bikes,Australia,953.5637,Australia
